2187,George Zimmerman Signed Autographs At Florida Gun Show,http://blogs.browardpalmbeach.com/pulp/2014/03/george_zimmerman_signed_autogr.php,New Times Broward-Palm Beach \(blog\),e,d7RBEwyH92gFSrMjpl764nNfewB0M,blogs.browardpalmbeach.com,1394517157442
2188,George Zimmerman's bloody autograph,http://www.washingtonpost.com/blogs/post-partisan/wp/2014/03/10/george-zimmermans-bloody-autograph/,Washington Post \(blog\),e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.washingtonpost.com,1394517157619
2189,"George Zimmerman signs autographs, poses for pictures with supporters at  ...",http://thecelebritycafe.com/feature/2014/03/george-zimmerman-signs-autographs-poses-pictures-supporters-orlando-gun-show,TheCelebrityCafe.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,thecelebritycafe.com,1394517157846
2190,George Zimmerman Signs Autographs at Gun Show Like He's a Hero (VIDEO),http://thestir.cafemom.com/in_the_news/169435/george_zimmerman_signs_autographs_at,The Stir,e,d7RBEwyH92gFSrMjpl764nNfewB0M,thestir.cafemom.com,1394517158038
2191,"'Celebrity' Zimmerman signs autographs at gun show; America, we have a  ...",http://www.allvoices.com/contributed-news/16685741-guest-of-honor-zimmerman-signs-autographs-at-gun-show-america-we-have-a-problem-video,allvoices,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.allvoices.com,1394517158257
2192,George Zimmerman Was The Special Guest At A Florida Gun Show,http://hiphopwired.com/2014/03/10/george-zimmerman-special-guest-florida-gun-show/,Hip-Hop Wired,e,d7RBEwyH92gFSrMjpl764nNfewB0M,hiphopwired.com,1394517158484
2193,"George Zimmerman Signs Autographs At Gun Show, Says 'There's No Need To  ...",http://latino.foxnews.com/latino/news/2014/03/10/george-zimmerman-signs-autographs-at-gun-show-says-there-no-need-to-be-angry/,Fox News Latino,e,d7RBEwyH92gFSrMjpl764nNfewB0M,latino.foxnews.com,1394517158634
2194,Disgraceful: Zimmerman Signs Autographs at Gun Show,http://www.ringoffireradio.com/2014/03/disgraceful-zimmerman-signs-autographs-gun-show/,Ring of Fire,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.ringoffireradio.com,1394517158818
2195,See What George Zimmerman Is Doing For Money Now,http://politix.topix.com/news/10863-see-what-george-zimmerman-is-doing-for-money-now,Politix,e,d7RBEwyH92gFSrMjpl764nNfewB0M,politix.topix.com,1394517158971
2196,George Zimmerman signs fan autographs as 'guest of honour' at gun show in  ...,http://www.independent.co.uk/news/people/news/george-zimmerman-signs-fan-autographs-as-guest-of-honour-at-gun-show-in-florida-9181719.html,The Independent,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.independent.co.uk,1394517159247
2197,George Zimmerman Was the Celebrity Guest at a Florida Gun Show,http://nymag.com/daily/intelligencer/2014/03/george-zimmerman-was-gun-shows-celebrity-guest.html,New York Magazine,e,d7RBEwyH92gFSrMjpl764nNfewB0M,nymag.com,1394517159474
2198,"George Zimmerman Was the ""Guest of Honor"" at a Florida Gun Show",http://gawker.com/george-zimmerman-was-the-guest-of-honor-at-a-florida-1540376030,Gawker,e,d7RBEwyH92gFSrMjpl764nNfewB0M,gawker.com,1394517159667
2199,Zimmerman signs autographs at gun show,http://www.whas11.com/news/national/Zimmerman-signs-autographs-at-gun-show-249283321.html,WHAS 11.com \(subscription\),e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.whas11.com,1394517159843
2200,George Zimmerman is 'guest of honor' at Florida gun show,http://www.upi.com/Odd_News/2014/03/10/George-Zimmerman-is-guest-of-honor-at-Florida-gun-show/1801394457033/,UPI.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.upi.com,1394517160054
2201,Man Who Got Away With Murder Signs Autographs at Gun Show,http://hypervocal.com/news/2014/zimmerman-gun-show/,HyperVocal,e,d7RBEwyH92gFSrMjpl764nNfewB0M,hypervocal.com,1394517160487
2202,Infamous George Zimmerman signs autographs at The Arms Room on Saturday,http://www.examiner.com/article/infamous-george-zimmerman-signs-autographs-at-the-arms-room-on-saturday\?cid=rss,Examiner.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.examiner.com,1394517160638
2203,George Zimmerman Was the 'Special Guest' at a Florida Gun Show,http://www.thewire.com/national/2014/03/george-zimmerman-was-special-guest-florida-gun-show/358975/,The Wire,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.thewire.com,1394517160841
2204,George Zimmerman appearance at Florida gun show draws blanks,http://www.rawstory.com/rs/2014/03/09/george-zimmerman-appearance-at-florida-gun-show-draws-blanks/,Raw Story,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.rawstory.com,1394517161092
2205,George Zimmerman interviewed at Orlando gun shop,"http://www.orlandosentinel.com/news/local/trayvon-martin/os-george-zimmerman-interview-fox-20140308,0,4473523.story",Orlando Sentinel,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.orlandosentinel.com,1394517161336
2206,Exclusive: George Zimmerman speaks with Fox 35 News,http://www.myfoxorlando.com/story/24923386/george-zimmerman-speaks-with-fox-35-news,MyFoxOrlando.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.myfoxorlando.com,1394517161520
