5412,"Sprint and T-Mobile should expand coverage, studies show",http://www.ecumenicalnews.com/article/sprint-and-t-mobile-should-expand-coverage-studies-show-22788,Ecumenical News,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.ecumenicalnews.com,1394582609097
5413,Softbank's CEO Wants to Take Over the World — and T-Mobile Is Next,http://mashable.com/2014/03/11/softbanks-ceo-charlie-rose/,Mashable,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,mashable.com,1394582609248
5414,"SoftBank chief woos US, with T-Mobile in view",http://www.businesstimes.com.sg/breaking-news/world/softbank-chief-woos-us-t-mobile-view-20140312,Business Times \(subscription\),t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.businesstimes.com.sg,1394582609416
5415,Softbank boss promises 'massive price war' if he can buy T-Mobile US,http://www.theregister.co.uk/2014/03/11/softbank_boss_promises_massive_price_war_if_he_can_buy_tmobile/,Register,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.theregister.co.uk,1394582609703
5416,Sprint Chairman Son Vows Price War If T-Mobile Deal Approved,http://www.sfgate.com/business/bloomberg/article/Sprint-Chairman-Son-Vows-Price-War-If-T-Mobile-5308064.php,San Francisco Chronicle,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.sfgate.com,1394582609894
5417,SoftBank's Son Pitches 'Alternative' for Faster US Broadband,http://www.businessweek.com/news/2014-03-11/softbank-s-son-pitches-alternative-for-faster-u-dot-s-dot-broadband,Businessweek,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.businessweek.com,1394582610097
5418,SoftBank's Son Pitches New Option for Fast U.S. Internet,http://www.bloomberg.com/news/2014-03-11/softbank-s-son-pitches-new-option-for-fast-u-s-internet.html,Bloomberg,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.bloomberg.com,1394582610290
5419,We can increase web speeds tenfold: SoftBank CEO,http://www.cnbc.com/id/101483879,CNBC.com,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.cnbc.com,1394582610492
5420,"SoftBank CEO Pans U.S. Wireless Market, Appoints New Regulatory Chief",http://www.wirelessweek.com/news/2014/03/softbank-ceo-pans-us-wireless-market-appoints-new-regulatory-chief,Wireless Week,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.wirelessweek.com,1394582610694
5421,UPDATE 1-SoftBank CEO says Sprint could shake up US 'oligopoly',http://in.reuters.com/article/2014/03/11/softbank-son-tmobile-idINL3N0M83YI20140311,Reuters,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,in.reuters.com,1394582610911
5422,Sprint Chairman Wants to Unleash a “Massive Price War” If they Can Buy T-Mobile,http://www.androidheadlines.com/2014/03/sprint-chairman-wants-unleash-massive-price-war-can-buy-t-mobile.html,Android Headlines - Android News,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.androidheadlines.com,1394582611105
5423,"SoftBank chief woos US, with T-Mobile in view (Update)",http://phys.org/news/2014-03-softbank-chief-woos-t-mobile-view.html,Phys.Org,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,phys.org,1394582611315
5424,SoftBank CEO: US mobile broadband industry needs more competition,http://www.computerworld.com/s/article/9246891/SoftBank_CEO_US_mobile_broadband_industry_needs_more_competition,Computerworld,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.computerworld.com,1394582611559
5425,Sprint Chairman slams U.S. wireless market,http://thehill.com/blogs/hillicon-valley/technology/200486-sprint-chairman-slams-us-wireless-market,The Hill \(blog\),t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,thehill.com,1394582611826
5426,NJ's Bruce Gottlieb joins SoftBank,http://www.politico.com/blogs/media/2014/03/njs-bruce-gottlieb-joins-softbank-184926.html,Politico \(blog\),t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.politico.com,1394582612020
5427,Sprint's Son Pitches Skeptical Washington on Competition,http://recode.net/2014/03/11/sprints-son-pitches-skeptical-washington-on-competition/,Re\/code,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,recode.net,1394582612205
5428,SoftBank's Son: new meeting with regulators 'necessary' on merger,http://au.news.yahoo.com/technology/a/21930917/softbanks-son-new-meeting-with-regulators-necessary-on-merger/,Yahoo\!7 News,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,au.news.yahoo.com,1394582612389
5429,SoftBank CEO: U.S. mobile broadband needs to be back on top,http://www.pcworld.com/article/2107020/softbank-ceo-son-us-mobile-broadband-industry-needs-more-competition.html,PCWorld,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.pcworld.com,1394582612616
5430,"Son: 'Price war' after Sprint/T-Mobile merger would benefit consumers, networks",http://www.bizjournals.com/kansascity/news/2014/03/11/son-price-war-after-sprint-t-mobile-merger-would.html,Kansas City Business Journal,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.bizjournals.com,1394582612827
5431,SoftBank CEO Son: US mobile broadband industry needs more competition,http://www.pcadvisor.co.uk/news/tech-industry/3506197/softbank-ceo-son-us-mobile-broadband-industry-needs-more-competition/,PC Advisor,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.pcadvisor.co.uk,1394582613020
